brand,model,generation,production_start,production_end,body_type,provider
"MiLG","JZ","","","","","nhtsa-vpic"
"MiLG","K","","","","","nhtsa-vpic"
"MiLG","KING","","","","","nhtsa-vpic"
"MiLG","M","","","","","nhtsa-vpic"
"MiLG","N","","","","","nhtsa-vpic"
"MiLG","S","","","","","nhtsa-vpic"
"MiLG","STEALTH","","","","","nhtsa-vpic"
"MiLG","SWAN","","","","","nhtsa-vpic"
"MiLG","T3","","","","","nhtsa-vpic"
"MiLG","X","","","","","nhtsa-vpic"
"MiLG","XGW","","","","","nhtsa-vpic"
"MiLG","XYG","","","","","nhtsa-vpic"
"MiLG","XYH","","","","","nhtsa-vpic"
"MiLG","YW","","","","","nhtsa-vpic"
"MiLG","ZS","","","","","nhtsa-vpic"
"Mia Global","K-H Series","","","","","nhtsa-vpic"
"Mia Manufacturing","Mia Manufacturing","","","","","nhtsa-vpic"
"Miami Choppers","Miami Choppers Inc.","","","","","nhtsa-vpic"
"Michael D's Custom Cycles","Michael D's Custom Cycles","","","","","nhtsa-vpic"
"Michael Seltzer Welding","Michael Seltzer Welding","","","","","nhtsa-vpic"
"Micheal's Custom LSV","Michael's Custom LSV","","","","","nhtsa-vpic"
"Michiana Cargo Inc","Michiana Cargo Inc Trailer","","","","","nhtsa-vpic"
"Micro-Lite Trailer","Micro-Lite Trailer","","","","","nhtsa-vpic"
"Mid America Designs","Mid America Designs LLC","","","","","nhtsa-vpic"
"Mid Continent Truck Sales Inc.","Mid Continent Truck Sales Inc.","","","","","nhtsa-vpic"
"Mid Florida","Mid Florida","","","","","nhtsa-vpic"
"Mid South Distribution Services","Mid South Distribution Services","","","","","nhtsa-vpic"
"Mid State Trailers","Mid State Trailers","","","","","nhtsa-vpic"
"Mid Valley Industries Inc","Hunting Stand","","","","","nhtsa-vpic"
"Mid-America Trailer MFG.","Mid-America Trailer MFG., LLC","","","","","nhtsa-vpic"
"Mid-Atlantic Transport","Mid-Atlantic Transport, Inc.","","","","","nhtsa-vpic"
"Mid-County Fabricating Inc.","Mid-County Fabricating Inc.","","","","","nhtsa-vpic"
"Mid-Nebraska Truck & Trailer Sales Inc.","Mid-Nebraska Truck & Trailer Sales Inc.","","","","","nhtsa-vpic"
"Mid-South Management","Mid-South Management","","","","","nhtsa-vpic"
"Mid-State Tank Company","Mid-State Tank Company, Inc.","","","","","nhtsa-vpic"
"Mid-State Trailers, Inc (MST)","Mid-State Trailers, Inc (MST)","","","","","nhtsa-vpic"
"Mid-States International Motocross Inc.","Mid-States International Motocross Inc.","","","","","nhtsa-vpic"
"Mid-Town Trailers","Mid-Town Trailers","","","","","nhtsa-vpic"
"Middle Georgia Trailers","Middle Georgia Trailers","","","","","nhtsa-vpic"
"Midland Carrier","Midland Carrier","","","","","nhtsa-vpic"
"Midland Equipment Company","Midland Equipment Company","","","","","nhtsa-vpic"
"Midland Mfg Ltd","Converter Dolly","","","","","nhtsa-vpic"
"Midland Mfg Ltd","Full Trailer","","","","","nhtsa-vpic"
"Midland Mfg Ltd","Semi Trailer","","","","","nhtsa-vpic"
"Midsota Manufacturing","Midsota Manufacturing","","","","","nhtsa-vpic"
"Midsota Trailers","Midsota Trailers","","","","","nhtsa-vpic"
"Midsouth LSVs","Midsouth LSVs","","","","","nhtsa-vpic"
"Midwest","Midwest","","","","","nhtsa-vpic"
"Midwest Concession Trailers","Midwest Concession Trailers","","","","","nhtsa-vpic"
"Midwest Custom Cycles","Midwest Custom Cycles","","","","","nhtsa-vpic"
"Midwest General Repair & Fabrication","Midwest General Repair & Fabrication LLC","","","","","nhtsa-vpic"
"Midwest Industrial Tanks","Midwest Industrial Tanks","","","","","nhtsa-vpic"
"Midwest Municipal Supply Inc.","Midwest Municipal Supply Inc.","","","","","nhtsa-vpic"
"Midwest Tack & Trailer Brokers","Midwest Tack & Trailer Brokers","","","","","nhtsa-vpic"
"Midwest Teardrops","Midwest Teardrops","","","","","nhtsa-vpic"
"Midwest Trailer Manufacturing","Midwest Trailer Manufacturing","","","","","nhtsa-vpic"
"Midwest Trailers","Midwest Trailers","","","","","nhtsa-vpic"
"Midwest Trailers of Sikeston, Inc.","Midwest Trailers of Sikeston, Inc.","","","","","nhtsa-vpic"
"Midwest Welding Co.","Midwest Welding Co.","","","","","nhtsa-vpic"
"Mighty","Mighty","","","","","nhtsa-vpic"
"Mighty Lite Aluminum Products","Mighty Lite Aluminum Products","","","","","nhtsa-vpic"
"Mighty Mite Industries, Inc","Mighty Mite Industries, Inc","","","","","nhtsa-vpic"
"MightyMover Trailers Inc","MightyMover Trailers Inc","","","","","nhtsa-vpic"
"Mike Green Hydros Inc","Mike Green Hydros Inc","","","","","nhtsa-vpic"
"Mike Olsefski's Auto Accessories","Mike Olsefski's Auto Accessories","","","","","nhtsa-vpic"
"Mike's Custom Works","Mike's Custom Works","","","","","nhtsa-vpic"
"Mike's Trailers","Mike's Trailers","","","","","nhtsa-vpic"
"Mike's Welding & Trailer","Mike's Welding & Trailer MFG., LLC.","","","","","nhtsa-vpic"
"Mikes Trailers","Mikes Trailers Inc","","","","","nhtsa-vpic"
"Mikey's Custom Trailers","Mikey's Custom Trailers","","","","","nhtsa-vpic"
"Miles","ZX50S AD","","","","","nhtsa-vpic"
"Miles Transport Services, Inc.","Miles Transport Services, Inc.","","","","","nhtsa-vpic"
"Milestone","31 RL","","","","","nhtsa-vpic"
"Milestone","36 RK","","","","","nhtsa-vpic"
"Milestone","37 MB","","","","","nhtsa-vpic"
"Milestone","38 BH","","","","","nhtsa-vpic"
"Milestone","39 TB","","","","","nhtsa-vpic"
"Milestone","Milestone","","","","","nhtsa-vpic"
"Miley","Miley","","","","","nhtsa-vpic"
"Milford Pipe & Supply","Milford Pipe & Supply","","","","","nhtsa-vpic"
"Milford Welding & Manufacturing","Milford Welding & Manufacturing Inc.","","","","","nhtsa-vpic"
"Military Spec. Manufacturing","Military Spec. Manufacturing","","","","","nhtsa-vpic"
"Mill Street Customs","Mill Street Customs Inc.","","","","","nhtsa-vpic"
"Mill Works, Inc.","Mill Works, Inc.","","","","","nhtsa-vpic"
"Millennium Manufacturing","Millennium Manufacturing","","","","","nhtsa-vpic"
"Millennium Motorcycle Corporation","Millennium Motorcycle Corporation","","","","","nhtsa-vpic"
"Millennium Transit Services","High Floor Suburban","","","","","nhtsa-vpic"
"Millennium Transit Services","High Floor Transit","","","","","nhtsa-vpic"
"Millennium Transit Services","Low Floor Suburban","","","","","nhtsa-vpic"
"Millennium Transit Services","Low Floor Transit","","","","","nhtsa-vpic"
"Miller","Miller's Welding Trailer","","","","","nhtsa-vpic"
"Miller Built Trailers","Miller Built Trailers","","","","","nhtsa-vpic"
"Miller Manufacturing, LLC","Miller Manufacturing, LLC","","","","","nhtsa-vpic"
"Miller RV MFG.","Miller RV MFG.","","","","","nhtsa-vpic"
"Miller Trailer and Manufacturing Company","Miller Trailer and Manufacturing Company","","","","","nhtsa-vpic"
"Miller Trailers","Miller Trailers","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","Chassis","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","Dolly","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","Platform","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","Softside","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","TOFC Van","","","","","nhtsa-vpic"
"Miller Trailers Incorporated","Van Trailer","","","","","nhtsa-vpic"
"Millertime Mfg., LLC","Millertime Mfg., LLC","","","","","nhtsa-vpic"
"Millons Farm Center, Inc.","Millions Farm Center, Inc.","","","","","nhtsa-vpic"
"Millroad Manufacturing","Millroad Manufacturing","","","","","nhtsa-vpic"
"Mills Manufacturing","Ball Type Pull","","","","","nhtsa-vpic"
"Mills Manufacturing","Fifth Wheel","","","","","nhtsa-vpic"
"Mills Manufacturing","Gooseneck","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","200","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","200SL","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Billy Bike","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Captain America","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Clipper","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Excalibur","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Freedom","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Independence","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Indestructible","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Invincible","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Liberty","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Nomad","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Nostalgia","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Patriot","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Phantom","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Revolution","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Roamer","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Thug","","","","","nhtsa-vpic"
"Milwaukee Motorcycle Company","Xtasy","","","","","nhtsa-vpic"
"Min-Ark, Inc.","Min-Ark, Inc.","","","","","nhtsa-vpic"
"Mind's Eye Fabrication Inc","Mind's Eye Fabrication Inc","","","","","nhtsa-vpic"
"Mingtai","GC","","","","","nhtsa-vpic"
"Mingtai","MTA-FTA","","","","","nhtsa-vpic"
"Mingtai","MTBK-FTB","","","","","nhtsa-vpic"
"Mingtai","MTGW-FTG","","","","","nhtsa-vpic"
"Mingtai","MTPT-PT","","","","","nhtsa-vpic"
"Mingtai","MTR-FTR","","","","","nhtsa-vpic"
"Mingtai","MTRVT-RV","","","","","nhtsa-vpic"
"Mingtai","MTS-FTS","","","","","nhtsa-vpic"
"Mingtai","MTTB","","","","","nhtsa-vpic"
"Mingtai","Mingtai","","","","","nhtsa-vpic"
"Mini","Clubman","","","","","nhtsa-vpic"
"Mini","Cooper","","","","","nhtsa-vpic"
"Mini","Cooper Convertible","","","","","nhtsa-vpic"
"Mini","Cooper Coupe","","","","","nhtsa-vpic"
"Mini","Cooper Roadster","","","","","nhtsa-vpic"
"Mini","Countryman","","","","","nhtsa-vpic"
"Mini","Hardtop","","","","","nhtsa-vpic"
"Mini","Paceman","","","","","nhtsa-vpic"
"Mini Big Trucks","FL","","","","","nhtsa-vpic"
"Mini Big Trucks","KW","","","","","nhtsa-vpic"
"Mini Big Trucks","Mack","","","","","nhtsa-vpic"
"Mini Big Trucks","Pete","","","","","nhtsa-vpic"
"MiniKamp","MiniKamp","","","","","nhtsa-vpic"
"MiniMixx","MiniMixx","","","","","nhtsa-vpic"
"Minicars","Miller","","","","","nhtsa-vpic"
"Minicars","Santa Barbara","","","","","nhtsa-vpic"
"Minitears Company","Minitears Company","","","","","nhtsa-vpic"
"Minneapolis Custom Cycle","MCC","","","","","nhtsa-vpic"
"Minneapolis Custom Cycle","Minneapolis Custom Cycle","","","","","nhtsa-vpic"
"Minneapolis Custom Cycle","Thunderbolt","","","","","nhtsa-vpic"
"Minnesota Manufacturing","Minnesota Manufacturing LLC","","","","","nhtsa-vpic"
"Minuteman","Minuteman","","","","","nhtsa-vpic"
"Mirage","Mirage","","","","","nhtsa-vpic"
"Mirage Trailers","Mirage Trailers","","","","","nhtsa-vpic"
"Mirsberger Manufacturing","Mirsberger Manufacturing, LLC","","","","","nhtsa-vpic"
"Misanthropy Cycles","Misanthropy Cycles","","","","","nhtsa-vpic"
"Misfit Marketing Services","Misfit Marketing Services, LLC","","","","","nhtsa-vpic"
"Mishozuki","BUHO","","","","","nhtsa-vpic"
"Mishozuki","BUHO2","","","","","nhtsa-vpic"
"Mishozuki","COYOTE","","","","","nhtsa-vpic"
"Mishozuki","DRG","","","","","nhtsa-vpic"
"Mishozuki","GAVIOTA","","","","","nhtsa-vpic"
"Mishozuki","HARRIS","","","","","nhtsa-vpic"
"Mishozuki","HARRIS LITHIUM","","","","","nhtsa-vpic"
"Mishozuki","NEW BIG SHARK 2","","","","","nhtsa-vpic"
"Mishozuki","NEW BIG SHARK 2 LITHIUM","","","","","nhtsa-vpic"
"Mishozuki","NEW BIG SHARK BASIC","","","","","nhtsa-vpic"
"Mishozuki","NEW BIG SHARK SS18","","","","","nhtsa-vpic"
"Mishozuki","NEW BIG SHARK SS18 LITHIUM","","","","","nhtsa-vpic"
"Mishozuki","NEW COYOTE","","","","","nhtsa-vpic"
"Mishozuki","NZE-A1","","","","","nhtsa-vpic"
"Mishozuki","NZE-A2","","","","","nhtsa-vpic"
"Mishozuki","NZE-B1","","","","","nhtsa-vpic"
"Mishozuki","NZE-B2","","","","","nhtsa-vpic"
"Mishozuki","NZE-C1","","","","","nhtsa-vpic"
"Mishozuki","NZE-C2","","","","","nhtsa-vpic"
"Mishozuki","NZE-D1","","","","","nhtsa-vpic"
"Mishozuki","NZE-D2","","","","","nhtsa-vpic"
"Mishozuki","NZE-G1","","","","","nhtsa-vpic"
"Mishozuki","NZE-G2","","","","","nhtsa-vpic"
"Mishozuki","NZE-H1","","","","","nhtsa-vpic"
"Mishozuki","NZE-H2","","","","","nhtsa-vpic"
"Mishozuki","NZE-R1","","","","","nhtsa-vpic"
"Mishozuki","NZE-R2","","","","","nhtsa-vpic"
"Mishozuki","NZE-S1","","","","","nhtsa-vpic"
"Mishozuki","NZE-S2","","","","","nhtsa-vpic"
"Mishozuki","RACING;S","","","","","nhtsa-vpic"
"Mishozuki","SHARK","","","","","nhtsa-vpic"
"Mishozuki","SHARK2","","","","","nhtsa-vpic"
"Miska Trailer Factory","Miska Trailer Factory","","","","","nhtsa-vpic"
"Misphit","Misphit","","","","","nhtsa-vpic"
"Mission Motor Company","Mission Motor Company","","","","","nhtsa-vpic"
"Mission Overland","Approach","","","","","nhtsa-vpic"
"Mission Overland","Summit","","","","","nhtsa-vpic"
"Mission Utility Trailers","Mission Utility Trailers","","","","","nhtsa-vpic"
"Mississippi Tank Company","Mississippi Tank Company","","","","","nhtsa-vpic"
"Mister Trailer Co","Mister Trailer Co","","","","","nhtsa-vpic"
"Mitch Bergeron Customs Inc","Mitch Bergeron Customs Inc","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152061DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152066DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152071DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152076DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152761DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152766DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","152776DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","172071DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","172076DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","172771DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","172776DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","174276TDO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","202776DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","204276TDO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","224276TDO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161246DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161254DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161262DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161266DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161546DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161554DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161562DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","E161566DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","EV161262DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","EV161266DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","EV161562DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","EV161666DO","","","","","nhtsa-vpic"
"Mitchell Industries Inc","M144","","","","","nhtsa-vpic"
"Mitchell Industries Inc","M147","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1512","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT158","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1612","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1616","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT169","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1712","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1716","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1720","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1728","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1920","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT1928","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT2028","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MT2042T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1612","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1712","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1716","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1720","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1728","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1733T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1920","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV1928","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2028","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2042T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2245T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2455T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2555T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2665T","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV2890TA","","","","","nhtsa-vpic"
"Mitchell Industries Inc","MTV3090TA","","","","","nhtsa-vpic"
"Mitchell Industries Inc","PT-20","","","","","nhtsa-vpic"
"Mitchell Industries Inc","PTT-24","","","","","nhtsa-vpic"
"Mitchell Industries Inc","PTT-28","","","","","nhtsa-vpic"
"Mitchell Industries Inc","SC-1810","","","","","nhtsa-vpic"
"Mitchell Industries Inc","SC-187","","","","","nhtsa-vpic"
"Mitsubishi","3000GT","","","","","nhtsa-vpic"
"Mitsubishi","Cordia","","","","","nhtsa-vpic"
"Mitsubishi","Diamante","","","","","nhtsa-vpic"
"Mitsubishi","Eclipse","","","","","nhtsa-vpic"
"Mitsubishi","Eclipse Cross","","","","","nhtsa-vpic"
"Mitsubishi","Endeavor","","","","","nhtsa-vpic"
"Mitsubishi","Expo","","","","","nhtsa-vpic"
"Mitsubishi","Galant","","","","","nhtsa-vpic"
"Mitsubishi","Lancer","","","","","nhtsa-vpic"
"Mitsubishi","Lancer Evolution","","","","","nhtsa-vpic"
"Mitsubishi","Lancer SportBack","","","","","nhtsa-vpic"
"Mitsubishi","Low Speed Vehicle","","","","","nhtsa-vpic"
"Mitsubishi","Mighty Max","","","","","nhtsa-vpic"
"Mitsubishi","Mirage","","","","","nhtsa-vpic"
"Mitsubishi","Mirage G4","","","","","nhtsa-vpic"
"Mitsubishi","Montero","","","","","nhtsa-vpic"
"Mitsubishi","Montero Sport","","","","","nhtsa-vpic"
"Mitsubishi","Outlander","","","","","nhtsa-vpic"
"Mitsubishi","Outlander Sport","","","","","nhtsa-vpic"
"Mitsubishi","Precis","","","","","nhtsa-vpic"
"Mitsubishi","RVR","","","","","nhtsa-vpic"
"Mitsubishi","Raider","","","","","nhtsa-vpic"
"Mitsubishi","SP","","","","","nhtsa-vpic"
"Mitsubishi","SPX","","","","","nhtsa-vpic"
"Mitsubishi","Sigma","","","","","nhtsa-vpic"
"Mitsubishi","Space Wagon","","","","","nhtsa-vpic"
"Mitsubishi","Starion","","","","","nhtsa-vpic"
"Mitsubishi","Tredia","","","","","nhtsa-vpic"
"Mitsubishi","Truck","","","","","nhtsa-vpic"
"Mitsubishi","Van","","","","","nhtsa-vpic"
"Mitsubishi","Wagon","","","","","nhtsa-vpic"
"Mitsubishi","i-MiEV","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE140 (FECZTS)","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE160 (FEC7TS)","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE160 (FEC7TW)","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE180 (FEC9TS)","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE434","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE439","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE444","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE449","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE639","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE640","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE640DW","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE649","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE83D","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE84D","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE84DW","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FE85D","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FEC52S","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FEC72S","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FEC72W","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FEC7US / eCanter","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FEC92S","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FECX2S","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FG434","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FG439","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FG639","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FG649","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FG84D","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FGB72S","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FH100","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FH210","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FH211","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FK415","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FK417","","","","","nhtsa-vpic"
"Mitsubishi Fuso","FK455","","","","","nhtsa-vpic"
